MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools,Industrial,General,,543007020,7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),trex,Trex,,543007020,543007020,Tools > Industrial > General,Boise Cascade Building Materials 543007020 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decki,BOISE CASCADE BUILDING MATERIALS 543007020 7/8NX6-20' WHISKE,Boise Cascade Building Materials 543007020 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking (MPN: 543007020) in the Tools > Industrial > General category.,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking (543007020) in Industrial.,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking (543007020) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,543007412,7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),trex,Trex,,543007412,543007412,Tools > Industrial > General,Boise Cascade Building Materials 543007412 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decki,BOISE CASCADE BUILDING MATERIALS 543007412 7/8NX6-12' WHISKE,Boise Cascade Building Materials 543007412 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking,Boise Cascade Building Materials 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking (MPN: 543007412) in the Tools > Industrial > General category.,Boise Cascade Building Materials 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007412) in Industrial.,Boise Cascade Building Materials 7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007412) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,543007416,7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),trex,Trex,,543007416,543007416,Tools > Industrial > General,Boise Cascade Building Materials 543007416 7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decki,BOISE CASCADE BUILDING MATERIALS 543007416 7/8NX6-16' WHISKE,Boise Cascade Building Materials 543007416 7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking,Boise Cascade Building Materials 7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking (MPN: 543007416) in the Tools > Industrial > General category.,Boise Cascade Building Materials 7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007416) in Industrial.,Boise Cascade Building Materials 7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007416) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,543007420,7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),trex,Trex,,543007420,543007420,Tools > Industrial > General,Boise Cascade Building Materials 543007420 7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decki,BOISE CASCADE BUILDING MATERIALS 543007420 7/8NX6-20' WHISKE,Boise Cascade Building Materials 543007420 7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking (MPN: 543007420) in the Tools > Industrial > General category.,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007420) in Industrial.,Boise Cascade Building Materials 7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking (543007420) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512CS,1x12-12' Coastline - Vintage Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512CS,ADR5117512CS,Tools > Industrial > General,Parksite ADR5117512CS 1x12-12' Coastline - Vintage Azek PVC Fascia,PARKSITE ADR5117512CS 1X12-12' COASTLINE - VINTAGE AZEK PVC,Parksite ADR5117512CS 1x12-12' Coastline - Vintage Azek PVC Fascia,Parksite 1x12-12' Coastline - Vintage Azek PVC Fascia (MPN: ADR5117512CS) in the Tools > Industrial > General category.,Parksite 1x12-12' Coastline - Vintage Azek PVC Fascia (ADR5117512CS) in Industrial.,Parksite 1x12-12' Coastline - Vintage Azek PVC Fascia (ADR5117512CS) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512MH,1x12-12' Mahogany - Vintage Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512MH,ADR5117512MH,Tools > Industrial > General,Parksite ADR5117512MH 1x12-12' Mahogany - Vintage Azek PVC Fascia,PARKSITE ADR5117512MH 1X12-12' MAHOGANY - VINTAGE AZEK PVC F,Parksite ADR5117512MH 1x12-12' Mahogany - Vintage Azek PVC Fascia,Parksite 1x12-12' Mahogany - Vintage Azek PVC Fascia (MPN: ADR5117512MH) in the Tools > Industrial > General category.,Parksite 1x12-12' Mahogany - Vintage Azek PVC Fascia (ADR5117512MH) in Industrial.,Parksite 1x12-12' Mahogany - Vintage Azek PVC Fascia (ADR5117512MH) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512WT,1x12-12' Weathered Teak - Vintage Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512WT,ADR5117512WT,Tools > Industrial > General,Parksite ADR5117512WT 1x12-12' Weathered Teak - Vintage Azek PVC Fascia,PARKSITE ADR5117512WT 1X12-12' WEATHERED TEAK - VINTAGE AZEK,Parksite ADR5117512WT 1x12-12' Weathered Teak - Vintage Azek PVC Fascia,Parksite 1x12-12' Weathered Teak - Vintage Azek PVC Fascia (MPN: ADR5117512WT) in the Tools > Industrial > General category.,Parksite 1x12-12' Weathered Teak - Vintage Azek PVC Fascia (ADR5117512WT) in Industrial.,Parksite 1x12-12' Weathered Teak - Vintage Azek PVC Fascia (ADR5117512WT) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512AW,1x12-12' American Walnut - Landmark Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512AW,ADR5117512AW,Tools > Industrial > General,Parksite ADR5117512AW 1x12-12' American Walnut - Landmark Azek PVC Fascia,PARKSITE ADR5117512AW 1X12-12' AMERICAN WALNUT - LANDMARK AZ,Parksite ADR5117512AW 1x12-12' American Walnut - Landmark Azek PVC Fascia,Parksite 1x12-12' American Walnut - Landmark Azek PVC Fascia (MPN: ADR5117512AW) in the Tools > Industrial > General category.,Parksite 1x12-12' American Walnut - Landmark Azek PVC Fascia (ADR5117512AW) in Industrial.,Parksite 1x12-12' American Walnut - Landmark Azek PVC Fascia (ADR5117512AW) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512CG,1x12-12' Castle Gate - Landmark Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512CG,ADR5117512CG,Tools > Industrial > General,Parksite ADR5117512CG 1x12-12' Castle Gate - Landmark Azek PVC Fascia,PARKSITE ADR5117512CG 1X12-12' CASTLE GATE - LANDMARK AZEK P,Parksite ADR5117512CG 1x12-12' Castle Gate - Landmark Azek PVC Fascia,Parksite 1x12-12' Castle Gate - Landmark Azek PVC Fascia (MPN: ADR5117512CG) in the Tools > Industrial > General category.,Parksite 1x12-12' Castle Gate - Landmark Azek PVC Fascia (ADR5117512CG) in Industrial.,Parksite 1x12-12' Castle Gate - Landmark Azek PVC Fascia (ADR5117512CG) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADR5117512FW,1x12-12' French White Oak - Landmark Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADR5117512FW,ADR5117512FW,Tools > Industrial > General,Parksite ADR5117512FW 1x12-12' French White Oak - Landmark Azek PVC Fascia,PARKSITE ADR5117512FW 1X12-12' FRENCH WHITE OAK - LANDMARK A,Parksite ADR5117512FW 1x12-12' French White Oak - Landmark Azek PVC Fascia,Parksite 1x12-12' French White Oak - Landmark Azek PVC Fascia (MPN: ADR5117512FW) in the Tools > Industrial > General category.,Parksite 1x12-12' French White Oak - Landmark Azek PVC Fascia (ADR5117512FW) in Industrial.,Parksite 1x12-12' French White Oak - Landmark Azek PVC Fascia (ADR5117512FW) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,1508395,1x8-12' Brownstone - Harvest Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,1508395,1508395,Tools > Industrial > General,Parksite 1508395 1x8-12' Brownstone - Harvest Azek PVC Fascia,PARKSITE 1508395 1X8-12' BROWNSTONE - HARVEST AZEK PVC FASCI,Parksite 1508395 1x8-12' Brownstone - Harvest Azek PVC Fascia,Parksite 1x8-12' Brownstone - Harvest Azek PVC Fascia (MPN: 1508395) in the Tools > Industrial > General category.,Parksite 1x8-12' Brownstone - Harvest Azek PVC Fascia (1508395) in Industrial.,Parksite 1x8-12' Brownstone - Harvest Azek PVC Fascia (1508395) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,1508396,1x8-12' Slate Gray - Harvest Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,1508396,1508396,Tools > Industrial > General,Parksite 1508396 1x8-12' Slate Gray - Harvest Azek PVC Fascia,PARKSITE 1508396 1X8-12' SLATE GRAY - HARVEST AZEK PVC FASCI,Parksite 1508396 1x8-12' Slate Gray - Harvest Azek PVC Fascia,Parksite 1x8-12' Slate Gray - Harvest Azek PVC Fascia (MPN: 1508396) in the Tools > Industrial > General category.,Parksite 1x8-12' Slate Gray - Harvest Azek PVC Fascia (1508396) in Industrial.,Parksite 1x8-12' Slate Gray - Harvest Azek PVC Fascia (1508396) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADCR5117512BS,1x12-12' Brownstone - Harvest Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADCR5117512BS,ADCR5117512BS,Tools > Industrial > General,Parksite ADCR5117512BS 1x12-12' Brownstone - Harvest Azek PVC Fascia,PARKSITE ADCR5117512BS 1X12-12' BROWNSTONE - HARVEST AZEK PV,Parksite ADCR5117512BS 1x12-12' Brownstone - Harvest Azek PVC Fascia,Parksite 1x12-12' Brownstone - Harvest Azek PVC Fascia (MPN: ADCR5117512BS) in the Tools > Industrial > General category.,Parksite 1x12-12' Brownstone - Harvest Azek PVC Fascia (ADCR5117512BS) in Industrial.,Parksite 1x12-12' Brownstone - Harvest Azek PVC Fascia (ADCR5117512BS) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,ADCR5117512SG,1x12-12' Slate Gray - Harvest Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),azek,Azek,,ADCR5117512SG,ADCR5117512SG,Tools > Industrial > General,Parksite ADCR5117512SG 1x12-12' Slate Gray - Harvest Azek PVC Fascia,PARKSITE ADCR5117512SG 1X12-12' SLATE GRAY - HARVEST AZEK PV,Parksite ADCR5117512SG 1x12-12' Slate Gray - Harvest Azek PVC Fascia,Parksite 1x12-12' Slate Gray - Harvest Azek PVC Fascia (MPN: ADCR5117512SG) in the Tools > Industrial > General category.,Parksite 1x12-12' Slate Gray - Harvest Azek PVC Fascia (ADCR5117512SG) in Industrial.,Parksite 1x12-12' Slate Gray - Harvest Azek PVC Fascia (ADCR5117512SG) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,543140908,1x8-12' Biscayne - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),trex,Trex,,543140908,543140908,Tools > Industrial > General,U S Lumber 543140908 1x8-12' Biscayne - Trex Lineage,U S LUMBER 543140908 1X8-12' BISCAYNE - TREX LINEAGE,U S Lumber 543140908 1x8-12' Biscayne - Trex Lineage,U S Lumber 1x8-12' Biscayne - Trex Lineage (MPN: 543140908) in the Tools > Industrial > General category.,U S Lumber 1x8-12' Biscayne - Trex Lineage (543140908) in Industrial.,U S Lumber 1x8-12' Biscayne - Trex Lineage (543140908) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools,Industrial,General,,543142908,1x8-12' Carmel - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),trex,Trex,,543142908,543142908,Tools > Industrial > General,U S Lumber 543142908 1x8-12' Carmel - Trex Lineage,U S LUMBER 543142908 1X8-12' CARMEL - TREX LINEAGE,U S Lumber 543142908 1x8-12' Carmel - Trex Lineage,U S Lumber 1x8-12' Carmel - Trex Lineage (MPN: 543142908) in the Tools > Industrial > General category.,U S Lumber 1x8-12' Carmel - Trex Lineage (543142908) in Industrial.,U S Lumber 1x8-12' Carmel - Trex Lineage (543142908) in Industrial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
